# BUSCO version is: 5.5.0 
# The lineage dataset is: insecta_odb10 (Creation date: 2024-01-08, number of genomes: 75, number of BUSCOs: 1367)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
80623at50557	Complete	scaffold_15:6714907-6683682	6714907	6683682	-	543.3	407	https://v10-1.orthodb.org/?query=80623at50557	Rho GTPase activation protein
80653at50557	Duplicated	scaffold_17:102238826-102178853	102238826	102178853	-	427.8	259	https://v10-1.orthodb.org/?query=80653at50557	Arrestin C-terminal-like domain
80653at50557	Duplicated	scaffold_44:37712-52944	37712	52944	+	379.4	227	https://v10-1.orthodb.org/?query=80653at50557	Arrestin C-terminal-like domain
80686at50557	Complete	scaffold_7:143751016-143762698	143751016	143762698	+	479.0	291	https://v10-1.orthodb.org/?query=80686at50557	GDP-fucose protein O-fucosyltransferase
80758at50557	Complete	scaffold_7:142898169-142847280	142898169	142847280	-	553.6	281	https://v10-1.orthodb.org/?query=80758at50557	Transcription factor TFIIB
80760at50557	Complete	scaffold_5:158553559-158565995	158553559	158565995	+	459.7	244	https://v10-1.orthodb.org/?query=80760at50557	26S proteasome non-ATPase regulatory subunit 14
80996at50557	Complete	scaffold_6:821132-827332	821132	827332	+	387.0	233	https://v10-1.orthodb.org/?query=80996at50557	Methyltransferase-like protein
81037at50557	Complete	scaffold_7:172885446-172895090	172885446	172895090	+	182.6	162	https://v10-1.orthodb.org/?query=81037at50557	LysM domain
81145at50557	Complete	scaffold_3:36573829-36586428	36573829	36586428	+	478.7	255	https://v10-1.orthodb.org/?query=81145at50557	Small GTPase
81330at50557	Complete	scaffold_16:109091057-109116343	109091057	109116343	+	557.5	356	https://v10-1.orthodb.org/?query=81330at50557	Trafficking protein particle complex subunit 13
81367at50557	Complete	scaffold_8:99193839-99146726	99193839	99146726	-	629.0	334	https://v10-1.orthodb.org/?query=81367at50557	Presenilin
81462at50557	Complete	scaffold_9:87370635-87376236	87370635	87376236	+	198.1	217	https://v10-1.orthodb.org/?query=81462at50557	WD40/YVTN repeat-like-containing domain superfamily
81510at50557	Complete	scaffold_10:2049801-2093189	2049801	2093189	+	344.0	326	https://v10-1.orthodb.org/?query=81510at50557	Asparagine synthase
81697at50557	Complete	scaffold_8:134492753-134610356	134492753	134610356	+	318.3	227	https://v10-1.orthodb.org/?query=81697at50557	CAAX prenyl protease 2
81782at50557	Complete	scaffold_15:68119424-68114452	68119424	68114452	-	365.0	236	https://v10-1.orthodb.org/?query=81782at50557	Deoxyhypusine hydroxylase
81919at50557	Complete	scaffold_14:78114408-78077693	78114408	78077693	-	300.1	214	https://v10-1.orthodb.org/?query=81919at50557	Sugar phosphate transporter domain
82016at50557	Complete	scaffold_1:20958064-21006853	20958064	21006853	+	487.0	304	https://v10-1.orthodb.org/?query=82016at50557	Arf GTPase activating protein
82078at50557	Complete	scaffold_6:984628-993577	984628	993577	+	465.5	384	https://v10-1.orthodb.org/?query=82078at50557	Dephospho-CoA kinase
82718at50557	Complete	scaffold_2:216102271-216154469	216102271	216154469	+	287.4	299	https://v10-1.orthodb.org/?query=82718at50557	Transglutaminase-like
83087at50557	Complete	scaffold_5:66808209-66828601	66808209	66828601	+	328.9	244	https://v10-1.orthodb.org/?query=83087at50557	Zinc finger, C2HC5-type
83145at50557	Complete	scaffold_13:148528325-148527339	148528325	148527339	-	342.8	239	https://v10-1.orthodb.org/?query=83145at50557	syntaxin-18
83301at50557	Complete	scaffold_5:156553650-156554612	156553650	156554612	+	428.4	249	https://v10-1.orthodb.org/?query=83301at50557	UbiA prenyltransferase family
83312at50557	Complete	scaffold_9:156667645-156655114	156667645	156655114	-	375.4	282	https://v10-1.orthodb.org/?query=83312at50557	Alpha-2-macroglobulin RAP, C-terminal
83323at50557	Complete	scaffold_7:89125368-89153423	89125368	89153423	+	519.0	287	https://v10-1.orthodb.org/?query=83323at50557	Peptidase A22B, signal peptide peptidase
83433at50557	Complete	scaffold_16:58939032-58955406	58939032	58955406	+	320.8	217	https://v10-1.orthodb.org/?query=83433at50557	Zinc finger, CCHC-type
83523at50557	Complete	scaffold_17:36962575-36960857	36962575	36960857	-	633.8	477	https://v10-1.orthodb.org/?query=83523at50557	Methyltransferase domain
83548at50557	Complete	scaffold_15:137837845-137844708	137837845	137844708	+	342.0	232	https://v10-1.orthodb.org/?query=83548at50557	Dolichyl-phosphate beta-glucosyltransferase
83686at50557	Complete	scaffold_10:54921518-54924566	54921518	54924566	+	316.3	176	https://v10-1.orthodb.org/?query=83686at50557	Saf4/Yju2 protein
83860at50557	Complete	scaffold_17:38016553-38003442	38016553	38003442	-	421.7	311	https://v10-1.orthodb.org/?query=83860at50557	Ribosomal protein S23/S29, mitochondrial
83902at50557	Complete	scaffold_7:146608338-146617864	146608338	146617864	+	313.7	209	https://v10-1.orthodb.org/?query=83902at50557	Leucine-rich repeat
84057at50557	Complete	scaffold_12:145036461-145037996	145036461	145037996	+	198.0	224	https://v10-1.orthodb.org/?query=84057at50557	AATF leucine zipper-containing domain
84083at50557	Complete	scaffold_11:9047019-9036516	9047019	9036516	-	509.3	271	https://v10-1.orthodb.org/?query=84083at50557	Cytoplasmic tRNA 2-thiolation protein 1
84147at50557	Complete	scaffold_3:96532990-96565245	96532990	96565245	+	505.6	317	https://v10-1.orthodb.org/?query=84147at50557	Proteasome component (PCI) domain
84237at50557	Complete	scaffold_1:209866356-209846146	209866356	209846146	-	302.4	242	https://v10-1.orthodb.org/?query=84237at50557	Short-chain dehydrogenase/reductase, conserved site
84251at50557	Complete	scaffold_1:112598710-112391605	112598710	112391605	-	498.6	327	https://v10-1.orthodb.org/?query=84251at50557	XAP5 protein
84269at50557	Complete	scaffold_10:82150626-82214959	82150626	82214959	+	548.4	299	https://v10-1.orthodb.org/?query=84269at50557	Protein kinase domain
84585at50557	Complete	scaffold_8:147964651-147983819	147964651	147983819	+	630.5	447	https://v10-1.orthodb.org/?query=84585at50557	Conserved oligomeric Golgi complex subunit 8
84610at50557	Complete	scaffold_3:184938092-184951600	184938092	184951600	+	397.1	247	https://v10-1.orthodb.org/?query=84610at50557	Spermidine synthase, tetramerisation domain
84764at50557	Complete	scaffold_4:97530908-97508836	97530908	97508836	-	489.0	267	https://v10-1.orthodb.org/?query=84764at50557	Protein kinase domain
85095at50557	Complete	scaffold_12:63750114-63748879	63750114	63748879	-	161.4	137	https://v10-1.orthodb.org/?query=85095at50557	Transcription factor Maf family
85318at50557	Complete	scaffold_11:10471031-10484110	10471031	10484110	+	431.5	235	https://v10-1.orthodb.org/?query=85318at50557	Potassium channel tetramerisation-type BTB domain
85463at50557	Complete	scaffold_4:33657263-33630138	33657263	33630138	-	447.6	257	https://v10-1.orthodb.org/?query=85463at50557	Zinc finger, RING-type
85561at50557	Complete	scaffold_1:42140119-42152020	42140119	42152020	+	416.4	227	https://v10-1.orthodb.org/?query=85561at50557	DNA-directed RNA polymerase, insert domain
85876at50557	Complete	scaffold_8:88641591-88670541	88641591	88670541	+	519.6	289	https://v10-1.orthodb.org/?query=85876at50557	Ribosomal protein L10P
85889at50557	Complete	scaffold_15:133728035-133696708	133728035	133696708	-	326.7	246	https://v10-1.orthodb.org/?query=85889at50557	Target SNARE coiled-coil homology domain
85903at50557	Complete	scaffold_15:49578096-49587609	49578096	49587609	+	454.8	320	https://v10-1.orthodb.org/?query=85903at50557	Winged helix-like DNA-binding domain superfamily
86015at50557	Complete	scaffold_16:58196128-58241524	58196128	58241524	+	276.5	181	https://v10-1.orthodb.org/?query=86015at50557	S-adenosylmethionine decarboxylase
86043at50557	Complete	scaffold_12:152442171-152426458	152442171	152426458	-	402.3	278	https://v10-1.orthodb.org/?query=86043at50557	WD40 repeat
86065at50557	Complete	scaffold_4:201785986-201792769	201785986	201792769	+	331.5	353	https://v10-1.orthodb.org/?query=86065at50557	microfibrillar-associated protein 1
86246at50557	Complete	scaffold_5:158583387-158571759	158583387	158571759	-	194.2	220	https://v10-1.orthodb.org/?query=86246at50557	tRNA intron endonuclease, catalytic domain-like
86488at50557	Complete	scaffold_15:1042343-1009312	1042343	1009312	-	377.6	238	https://v10-1.orthodb.org/?query=86488at50557	FR47-like
86592at50557	Complete	scaffold_8:62495611-62513210	62495611	62513210	+	309.2	286	https://v10-1.orthodb.org/?query=86592at50557	JmjC domain
86655at50557	Complete	scaffold_6:50566491-50583025	50566491	50583025	+	326.3	267	https://v10-1.orthodb.org/?query=86655at50557	METTL16/RlmF family
86747at50557	Complete	scaffold_6:18805885-18811713	18805885	18811713	+	232.2	238	https://v10-1.orthodb.org/?query=86747at50557	Nucleotide exchange factor Fes1
86748at50557	Complete	scaffold_4:59253158-59270716	59253158	59270716	+	522.6	298	https://v10-1.orthodb.org/?query=86748at50557	Ribosomal protein L4/L1e
87041at50557	Complete	scaffold_3:32915523-32927652	32915523	32927652	+	513.6	306	https://v10-1.orthodb.org/?query=87041at50557	Flap endonuclease 1
87063at50557	Complete	scaffold_3:116636910-116665110	116636910	116665110	+	418.3	320	https://v10-1.orthodb.org/?query=87063at50557	Suppressor APC domain-containing protein 1/2
87106at50557	Complete	scaffold_17:40746503-40711165	40746503	40711165	-	535.8	413	https://v10-1.orthodb.org/?query=87106at50557	FCP1 homology domain
87144at50557	Complete	scaffold_14:155096383-155104429	155096383	155104429	+	398.4	241	https://v10-1.orthodb.org/?query=87144at50557	CDK-activating kinase assembly factor MAT1
87181at50557	Complete	scaffold_9:177839370-177815704	177839370	177815704	-	423.6	227	https://v10-1.orthodb.org/?query=87181at50557	K Homology domain, type 1
87421at50557	Complete	scaffold_17:17546035-17582846	17546035	17582846	+	295.9	228	https://v10-1.orthodb.org/?query=87421at50557	JNK1/MAPK8-associated membrane protein
87518at50557	Complete	scaffold_9:164127645-164148344	164127645	164148344	+	258.4	168	https://v10-1.orthodb.org/?query=87518at50557	Repressor of RNA polymerase III transcription MAF1
87565at50557	Complete	scaffold_7:29459486-29438395	29459486	29438395	-	391.7	266	https://v10-1.orthodb.org/?query=87565at50557	Palmitoyltransferase
87712at50557	Complete	scaffold_4:158974038-158967388	158974038	158967388	-	497.9	305	https://v10-1.orthodb.org/?query=87712at50557	RmlD-like substrate binding domain
87750at50557	Complete	scaffold_12:166282092-166326908	166282092	166326908	+	276.1	581	https://v10-1.orthodb.org/?query=87750at50557	Golgin subfamily A
87828at50557	Complete	scaffold_15:80988899-80976236	80988899	80976236	-	373.1	240	https://v10-1.orthodb.org/?query=87828at50557	Sin3 histone deacetylase corepressor complex component SDS3
88202at50557	Complete	scaffold_3:201681265-201672268	201681265	201672268	-	424.3	247	https://v10-1.orthodb.org/?query=88202at50557	Ribosomal protein L18e/L15P
88227at50557	Complete	scaffold_6:159903481-159928761	159903481	159928761	+	398.5	245	https://v10-1.orthodb.org/?query=88227at50557	Bax inhibitor 1-related
88391at50557	Complete	scaffold_4:153515794-153489078	153515794	153489078	-	283.2	237	https://v10-1.orthodb.org/?query=88391at50557	Perilipin
88774at50557	Complete	scaffold_4:208029336-208026702	208029336	208026702	-	267.0	201	https://v10-1.orthodb.org/?query=88774at50557	Zinc finger, PHD-type
88846at50557	Complete	scaffold_6:1129821-1123581	1129821	1123581	-	333.8	244	https://v10-1.orthodb.org/?query=88846at50557	DnaJ domain
88991at50557	Complete	scaffold_3:151797049-151794962	151797049	151794962	-	326.8	221	https://v10-1.orthodb.org/?query=88991at50557	RNA recognition motif domain
89033at50557	Complete	scaffold_6:141118295-141129429	141118295	141129429	+	423.4	254	https://v10-1.orthodb.org/?query=89033at50557	Initiation factor 2B-related
89057at50557	Complete	scaffold_3:41891825-41881970	41891825	41881970	-	535.9	277	https://v10-1.orthodb.org/?query=89057at50557	Translation initiation factor 2, alpha subunit
89079at50557	Complete	scaffold_11:156855229-156828093	156855229	156828093	-	203.0	215	https://v10-1.orthodb.org/?query=89079at50557	Ubiquitin domain
89121at50557	Complete	scaffold_5:79309776-79331188	79309776	79331188	+	401.6	304	https://v10-1.orthodb.org/?query=89121at50557	Tetratricopeptide repeat
89135at50557	Complete	scaffold_9:124727675-124714531	124727675	124714531	-	202.0	250	https://v10-1.orthodb.org/?query=89135at50557	Ubiquitin-associated domain
89141at50557	Complete	scaffold_9:97729105-97754379	97729105	97754379	+	471.8	225	https://v10-1.orthodb.org/?query=89141at50557	F-actin-capping protein subunit beta
89317at50557	Complete	scaffold_11:172630802-172616082	172630802	172616082	-	374.6	193	https://v10-1.orthodb.org/?query=89317at50557	Chitin binding domain
89383at50557	Complete	scaffold_3:133147106-133129919	133147106	133129919	-	299.0	194	https://v10-1.orthodb.org/?query=89383at50557	Glycosyl transferase, family 8
89433at50557	Complete	scaffold_1:25658561-25634065	25658561	25634065	-	761.6	578	https://v10-1.orthodb.org/?query=89433at50557	Pentatricopeptide repeat
89456at50557	Complete	scaffold_8:65065570-65079971	65065570	65079971	+	246.0	226	https://v10-1.orthodb.org/?query=89456at50557	GTP binding domain
89483at50557	Complete	scaffold_9:157457950-157473105	157457950	157473105	+	220.7	182	https://v10-1.orthodb.org/?query=89483at50557	Ribosomal biogenesis regulatory protein
89725at50557	Complete	scaffold_15:59098145-59114805	59098145	59114805	+	345.3	185	https://v10-1.orthodb.org/?query=89725at50557	Cytochrome c heme lyase
89752at50557	Complete	scaffold_2:112165217-112141556	112165217	112141556	-	284.0	137	https://v10-1.orthodb.org/?query=89752at50557	Translation initiation factor IF2/IF5
90015at50557	Complete	scaffold_2:76618367-76634824	76618367	76634824	+	293.7	243	https://v10-1.orthodb.org/?query=90015at50557	Alpha-ketoglutarate-dependent dioxygenase AlkB-like
90128at50557	Complete	scaffold_2:108967053-109025941	108967053	109025941	+	432.6	233	https://v10-1.orthodb.org/?query=90128at50557	TRIC channel
90145at50557	Complete	scaffold_8:172943273-172978007	172943273	172978007	+	149.5	162	https://v10-1.orthodb.org/?query=90145at50557	checkpoint protein HUS1
90169at50557	Complete	scaffold_3:96689424-96685360	96689424	96685360	-	373.5	223	https://v10-1.orthodb.org/?query=90169at50557	Seipin family
90208at50557	Duplicated	scaffold_2:63151386-63167536	63151386	63167536	+	503.9	283	https://v10-1.orthodb.org/?query=90208at50557	Ubiquitin-like modifier-activating enzyme 5
90208at50557	Duplicated	scaffold_2:64197769-64216718	64197769	64216718	+	514.6	278	https://v10-1.orthodb.org/?query=90208at50557	Ubiquitin-like modifier-activating enzyme 5
90265at50557	Complete	scaffold_2:163550571-163556997	163550571	163556997	+	322.3	191	https://v10-1.orthodb.org/?query=90265at50557	Pre-mRNA-splicing factor Isy1
90358at50557	Complete	scaffold_12:145432405-145450236	145432405	145450236	+	268.2	279	https://v10-1.orthodb.org/?query=90358at50557	WD40 repeat
90369at50557	Complete	scaffold_8:87846049-87882379	87846049	87882379	+	453.1	357	https://v10-1.orthodb.org/?query=90369at50557	Iron hydrogenase, large subunit, C-terminal
90505at50557	Complete	scaffold_9:74105746-74082446	74105746	74082446	-	643.4	357	https://v10-1.orthodb.org/?query=90505at50557	EF-Hand 1, calcium-binding site
90549at50557	Complete	scaffold_3:51513239-51487161	51513239	51487161	-	365.2	210	https://v10-1.orthodb.org/?query=90549at50557	Carbonic anhydrase
90640at50557	Complete	scaffold_13:137673830-137678854	137673830	137678854	+	279.0	212	https://v10-1.orthodb.org/?query=90640at50557	Ribosomal protein S22, mitochondrial
90686at50557	Complete	scaffold_2:185315367-185301559	185315367	185301559	-	406.3	312	https://v10-1.orthodb.org/?query=90686at50557	GPCR, family 2-like
90744at50557	Complete	scaffold_3:144481318-144488858	144481318	144488858	+	504.4	273	https://v10-1.orthodb.org/?query=90744at50557	26S proteasome non-ATPase regulatory subunit 7
90774at50557	Complete	scaffold_9:73734784-73736760	73734784	73736760	+	238.5	145	https://v10-1.orthodb.org/?query=90774at50557	Uncharacterized protein, isoform A
90885at50557	Complete	scaffold_5:59778561-59787660	59778561	59787660	+	395.6	260	https://v10-1.orthodb.org/?query=90885at50557	SAGA-associated factor 29
90950at50557	Complete	scaffold_5:62603091-62615000	62603091	62615000	+	346.4	246	https://v10-1.orthodb.org/?query=90950at50557	Reduced growth phenotype protein 1
91349at50557	Complete	scaffold_11:165246261-165261999	165246261	165261999	+	362.1	246	https://v10-1.orthodb.org/?query=91349at50557	NUDIX hydrolase domain
91571at50557	Complete	scaffold_10:17889489-17879412	17889489	17879412	-	386.5	214	https://v10-1.orthodb.org/?query=91571at50557	SH3 domain
91616at50557	Complete	scaffold_8:38944348-38922330	38944348	38922330	-	260.3	233	https://v10-1.orthodb.org/?query=91616at50557	Vacuolar protein sorting-associated protein Ist1
91691at50557	Complete	scaffold_14:69474791-69498247	69474791	69498247	+	335.1	179	https://v10-1.orthodb.org/?query=91691at50557	GNAT domain
91696at50557	Complete	scaffold_6:176184743-176193525	176184743	176193525	+	255.5	187	https://v10-1.orthodb.org/?query=91696at50557	Phosphomannomutase
91911at50557	Complete	scaffold_9:75079524-75092889	75079524	75092889	+	409.1	203	https://v10-1.orthodb.org/?query=91911at50557	Ribosomal protein S2
91957at50557	Complete	scaffold_1:91991430-92106059	91991430	92106059	+	259.7	229	https://v10-1.orthodb.org/?query=91957at50557	RH2 domain
92128at50557	Complete	scaffold_8:113336357-113225855	113336357	113225855	-	448.6	332	https://v10-1.orthodb.org/?query=92128at50557	Zinc finger, MYND-type
92202at50557	Complete	scaffold_3:32596143-32602768	32596143	32602768	+	423.7	225	https://v10-1.orthodb.org/?query=92202at50557	Ribosomal protein L4/L1e
92311at50557	Complete	scaffold_16:22215326-22203682	22215326	22203682	-	348.7	230	https://v10-1.orthodb.org/?query=92311at50557	Deoxyribose-phosphate aldolase
92412at50557	Complete	scaffold_11:64340064-64312880	64340064	64312880	-	476.2	421	https://v10-1.orthodb.org/?query=92412at50557	LOC551635
92555at50557	Complete	scaffold_3:26583970-26593858	26583970	26593858	+	97.7	125	https://v10-1.orthodb.org/?query=92555at50557	Dehydrodolichyl diphosphate synthase complex subunit Nus1
92708at50557	Complete	scaffold_3:126042315-126036608	126042315	126036608	-	190.7	152	https://v10-1.orthodb.org/?query=92708at50557	Zinc finger C2H2 superfamily
92898at50557	Complete	scaffold_6:8927737-8935047	8927737	8935047	+	346.4	220	https://v10-1.orthodb.org/?query=92898at50557	Thioredoxin domain
92918at50557	Complete	scaffold_7:147647934-147653997	147647934	147653997	+	486.0	453	https://v10-1.orthodb.org/?query=92918at50557	Pumilio RNA-binding repeat
93063at50557	Complete	scaffold_3:196533240-196525425	196533240	196525425	-	236.3	167	https://v10-1.orthodb.org/?query=93063at50557	Hydroxymethylglutaryl-CoA lyase
93160at50557	Complete	scaffold_5:42418651-42408388	42418651	42408388	-	304.0	201	https://v10-1.orthodb.org/?query=93160at50557	Cyclin-like
93282at50557	Complete	scaffold_7:43950441-44109755	43950441	44109755	+	397.0	253	https://v10-1.orthodb.org/?query=93282at50557	PTB/PI domain
93379at50557	Complete	scaffold_1:29122378-29160102	29122378	29160102	+	335.8	217	https://v10-1.orthodb.org/?query=93379at50557	Short-chain dehydrogenase/reductase SDR
93513at50557	Complete	scaffold_12:130022056-130041099	130022056	130041099	+	341.7	215	https://v10-1.orthodb.org/?query=93513at50557	Metallo-beta-lactamase
93695at50557	Complete	scaffold_6:123224686-123231898	123224686	123231898	+	398.4	253	https://v10-1.orthodb.org/?query=93695at50557	ECSIT
93746at50557	Complete	scaffold_11:52812236-52808201	52812236	52808201	-	291.4	175	https://v10-1.orthodb.org/?query=93746at50557	Ribosomal biogenesis, methyltransferase, EMG1/NEP1
93865at50557	Complete	scaffold_9:165390218-165394725	165390218	165394725	+	446.1	223	https://v10-1.orthodb.org/?query=93865at50557	F-box domain
94143at50557	Complete	scaffold_6:172274567-172247660	172274567	172247660	-	429.7	356	https://v10-1.orthodb.org/?query=94143at50557	Cytochrome P450
94216at50557	Complete	scaffold_4:208326974-208336140	208326974	208336140	+	513.3	404	https://v10-1.orthodb.org/?query=94216at50557	ERCC4 domain
94377at50557	Complete	scaffold_10:127988840-127990240	127988840	127990240	+	357.0	258	https://v10-1.orthodb.org/?query=94377at50557	Basic-leucine zipper domain
94422at50557	Complete	scaffold_5:73199059-73203588	73199059	73203588	+	285.2	180	https://v10-1.orthodb.org/?query=94422at50557	Proteasome subunit alpha type
94472at50557	Complete	scaffold_10:54143353-54092487	54143353	54092487	-	394.5	202	https://v10-1.orthodb.org/?query=94472at50557	Purine-rich element binding protein family
94500at50557	Complete	scaffold_6:10004772-9998148	10004772	9998148	-	223.4	157	https://v10-1.orthodb.org/?query=94500at50557	tRNA methyltransferase TRM10-type domain
94520at50557	Complete	scaffold_16:22145827-22156308	22145827	22156308	+	457.2	280	https://v10-1.orthodb.org/?query=94520at50557	Transcription factor TFE/TFIIEalpha HTH domain
94582at50557	Complete	scaffold_4:52317630-52324943	52317630	52324943	+	317.7	310	https://v10-1.orthodb.org/?query=94582at50557	Domain of unknown function DUF4789
94759at50557	Complete	scaffold_2:38073663-38074445	38073663	38074445	+	219.0	170	https://v10-1.orthodb.org/?query=94759at50557	Ribosomal protein L9, N-terminal
94916at50557	Complete	scaffold_3:58309536-58289748	58309536	58289748	-	474.7	237	https://v10-1.orthodb.org/?query=94916at50557	Ribosomal protein L2
95131at50557	Complete	scaffold_6:101865514-101830396	101865514	101830396	-	327.9	181	https://v10-1.orthodb.org/?query=95131at50557	ERCC1/RAD10/SWI10 family
95142at50557	Complete	scaffold_9:91315153-91504129	91315153	91504129	+	356.0	219	https://v10-1.orthodb.org/?query=95142at50557	PMP-22/EMP/MP20/Claudin superfamily
95144at50557	Complete	scaffold_19:19004765-19005775	19004765	19005775	+	508.4	289	https://v10-1.orthodb.org/?query=95144at50557	KRR1 small subunit processome component
95489at50557	Complete	scaffold_3:118135953-118076579	118135953	118076579	-	249.4	221	https://v10-1.orthodb.org/?query=95489at50557	Protein prenyltransferase, alpha subunit
95496at50557	Complete	scaffold_2:34020330-34073711	34020330	34073711	+	469.5	245	https://v10-1.orthodb.org/?query=95496at50557	BTBD10/KCTD20, BTB/POZ domain
95586at50557	Complete	scaffold_6:147474718-147467819	147474718	147467819	-	317.4	193	https://v10-1.orthodb.org/?query=95586at50557	NIPSNAP
95598at50557	Complete	scaffold_1:211656621-211646446	211656621	211646446	-	288.0	185	https://v10-1.orthodb.org/?query=95598at50557	Alanine racemase, N-terminal
95606at50557	Complete	scaffold_4:40563701-40568534	40563701	40568534	+	399.3	224	https://v10-1.orthodb.org/?query=95606at50557	Galactosyltransferase, C-terminal
95758at50557	Complete	scaffold_3:153270826-153282975	153270826	153282975	+	343.8	206	https://v10-1.orthodb.org/?query=95758at50557	Ubiquitin thioesterase
95945at50557	Complete	scaffold_15:102906720-102908933	102906720	102908933	+	455.7	272	https://v10-1.orthodb.org/?query=95945at50557	Methyltransferase type 11
95953at50557	Complete	scaffold_5:81175520-81137885	81175520	81137885	-	688.6	615	https://v10-1.orthodb.org/?query=95953at50557	dynein assembly factor 5, axonemal
96054at50557	Complete	scaffold_5:62569048-62585115	62569048	62585115	+	201.9	178	https://v10-1.orthodb.org/?query=96054at50557	RNA transcription, translation and transport factor protein
96115at50557	Complete	scaffold_1:167024221-167042655	167024221	167042655	+	352.3	249	https://v10-1.orthodb.org/?query=96115at50557	Protein prenyltransferase, alpha subunit
96170at50557	Complete	scaffold_7:139196112-139175927	139196112	139175927	-	347.0	202	https://v10-1.orthodb.org/?query=96170at50557	Glycosyltransferase 2-like
96194at50557	Complete	scaffold_5:59633061-59631959	59633061	59631959	-	185.5	166	https://v10-1.orthodb.org/?query=96194at50557	Cytochrome b5-like heme/steroid binding domain
96211at50557	Complete	scaffold_14:66663119-66663988	66663119	66663988	+	241.5	199	https://v10-1.orthodb.org/?query=96211at50557	Phosducin
96248at50557	Complete	scaffold_12:101645462-101630212	101645462	101630212	-	352.7	247	https://v10-1.orthodb.org/?query=96248at50557	CS domain
96474at50557	Complete	scaffold_6:39070708-39091191	39070708	39091191	+	246.2	201	https://v10-1.orthodb.org/?query=96474at50557	N-acetylglucosaminyl phosphatidylinositol deacetylase-related
96662at50557	Complete	scaffold_6:147125692-147123956	147125692	147123956	-	584.7	407	https://v10-1.orthodb.org/?query=96662at50557	Lysine methyltransferase
96740at50557	Complete	scaffold_16:54809807-54824319	54809807	54824319	+	548.7	299	https://v10-1.orthodb.org/?query=96740at50557	SH3 domain
96805at50557	Complete	scaffold_7:173686303-173676343	173686303	173676343	-	188.4	163	https://v10-1.orthodb.org/?query=96805at50557	Lysine methyltransferase
96808at50557	Complete	scaffold_6:49633034-49610240	49633034	49610240	-	389.5	239	https://v10-1.orthodb.org/?query=96808at50557	Nitric oxide synthase-interacting protein homolog
96857at50557	Complete	scaffold_17:87780826-87862861	87780826	87862861	+	384.0	259	https://v10-1.orthodb.org/?query=96857at50557	Copper type II ascorbate-dependent monooxygenase, C-terminal
96874at50557	Complete	scaffold_4:25654085-25667652	25654085	25667652	+	362.1	272	https://v10-1.orthodb.org/?query=96874at50557	DnaJ domain
96910at50557	Complete	scaffold_6:89869106-89813890	89869106	89813890	-	276.6	269	https://v10-1.orthodb.org/?query=96910at50557	Vacuolar fusion protein Ccz1
97065at50557	Complete	scaffold_6:100503940-100498825	100503940	100498825	-	323.3	200	https://v10-1.orthodb.org/?query=97065at50557	Phosducin, thioredoxin-like domain
97090at50557	Complete	scaffold_17:98468461-98475984	98468461	98475984	+	309.2	188	https://v10-1.orthodb.org/?query=97090at50557	tRNA (guanine-N(7)-)-methyltransferase
97125at50557	Complete	scaffold_13:135089900-135072168	135089900	135072168	-	269.8	160	https://v10-1.orthodb.org/?query=97125at50557	Zinc finger C4H2 domain-containing protein
97131at50557	Complete	scaffold_3:96690681-96713715	96690681	96713715	+	325.3	231	https://v10-1.orthodb.org/?query=97131at50557	Arrestin-like, N-terminal
97186at50557	Complete	scaffold_8:39271999-39292419	39271999	39292419	+	371.0	225	https://v10-1.orthodb.org/?query=97186at50557	FAM76 protein
97391at50557	Complete	scaffold_4:177058209-177057307	177058209	177057307	-	287.2	213	https://v10-1.orthodb.org/?query=97391at50557	Yip1 domain
97398at50557	Complete	scaffold_16:120778389-120763426	120778389	120763426	-	271.0	180	https://v10-1.orthodb.org/?query=97398at50557	Calycin
97426at50557	Complete	scaffold_6:106983438-107006843	106983438	107006843	+	282.6	207	https://v10-1.orthodb.org/?query=97426at50557	Zinc/iron permease
97692at50557	Complete	scaffold_12:156804859-156797239	156804859	156797239	-	387.4	209	https://v10-1.orthodb.org/?query=97692at50557	Eukaryotic translation initiation factor 6
97917at50557	Complete	scaffold_16:50995362-50994529	50995362	50994529	-	444.2	244	https://v10-1.orthodb.org/?query=97917at50557	7TM GPCR, serpentine receptor class v (Srv)
98071at50557	Complete	scaffold_11:56013762-55998163	56013762	55998163	-	300.7	234	https://v10-1.orthodb.org/?query=98071at50557	Pyridoxamine kinase/Phosphomethylpyrimidine kinase
98332at50557	Complete	scaffold_9:75049834-75058781	75049834	75058781	+	335.2	179	https://v10-1.orthodb.org/?query=98332at50557	SH3 domain
98341at50557	Complete	scaffold_12:119279426-119035712	119279426	119035712	-	284.4	199	https://v10-1.orthodb.org/?query=98341at50557	Mannose-P-dolichol utilization defect 1 protein
98381at50557	Complete	scaffold_11:74700320-74705968	74700320	74705968	+	182.4	174	https://v10-1.orthodb.org/?query=98381at50557	Zinc finger, HIT-type
98383at50557	Complete	scaffold_1:187197765-187183119	187197765	187183119	-	227.3	179	https://v10-1.orthodb.org/?query=98383at50557	Formyl transferase, C-terminal
98392at50557	Complete	scaffold_9:157876511-157863718	157876511	157863718	-	433.8	272	https://v10-1.orthodb.org/?query=98392at50557	Ribosomal protein L3
98549at50557	Complete	scaffold_5:8479826-8500651	8479826	8500651	+	439.3	345	https://v10-1.orthodb.org/?query=98549at50557	GPI transamidase subunit PIG-U
